hit_id	length	cysteine_content	e_value	query_accession	query_name
GBXQ01.1_id_GBXQ01012853.1.p1	102	0.01	4e-18	PF00945.21	Rhabdo_ncap
GCA_013339745.2_BIME_Dsil_1.4_id_KAH7959676.1	360	0.01	2e-15	PF00945.21	Rhabdo_ncap
GCA_013339745.2_BIME_Dsil_1.4_id_KAH7958454.1	446	0.02	4.2e-15	PF00945.21	Rhabdo_ncap
GCA_013339745.2_BIME_Dsil_1.4_id_KAH7959117.1	241	0.02	5.6e-14	PF00945.21	Rhabdo_ncap
GCA_013339745.2_BIME_Dsil_1.4_id_KAH7959675.1	497	0.02	1e-11	PF00945.21	Rhabdo_ncap
GCA_013339695.2_BIME_Rsan_1.4_id_KAH7947627.1	72	0.00	1.4e-07	PF00945.21	Rhabdo_ncap
GCA_013339745.2_BIME_Dsil_1.4_id_KAH7958531.1	137	0.03	2.6e-07	PF00945.21	Rhabdo_ncap
GBBK01.1_id_JAC22649.1	295	0.02	1.9	PF00945.21	Rhabdo_ncap
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_10280	243	0.01	1.1e-37	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_15412	264	0.01	1.3e-37	PF05733.14	Tenui_N
All_sequences_Mulenga2020_id_Aam-288722	264	0.01	1.3e-37	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_11247	264	0.01	1.3e-37	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_5607	247	0.01	7.1e-37	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_5765	247	0.01	7.1e-37	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_8125	402	0.01	5.4e-29	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_8117	402	0.01	3.3e-28	PF05733.14	Tenui_N
GCA_013339685.2_BIME_Hyas_1.3_id_KAH6942102.1	622	0.02	2.5e-15	PF05733.14	Tenui_N
GCA_013339725.1_BIME_Rmic_1.3_id_KAH8027339.1	381	0.01	1.4e-25	PF05733.14	Tenui_N
GCA_013339725.1_BIME_Rmic_1.3_id_KAH7934603.1	466	0.01	4.6e-25	PF05733.14	Tenui_N
GCA_013358835.2_BIME_Iper_1.3_id_KAG0439787.1	557	0.01	1.6e-23	PF05733.14	Tenui_N
GCA_013358835.2_BIME_Iper_1.3_id_KAG0433810.1	539	0.01	3.3e-23	PF05733.14	Tenui_N
GCA_013339695.2_BIME_Rsan_1.4_id_KAH7943076.1	254	0.01	1.1e-22	PF05733.14	Tenui_N
GCA_013339725.1_BIME_Rmic_1.3_id_KAH8042491.1	297	0.01	1.2e-21	PF05733.14	Tenui_N
GCA_013339725.1_BIME_Rmic_1.3_id_KAH8027415.1	199	0.02	1.8e-20	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_8113	525	0.00	2.7e-20	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_8121	525	0.00	2.7e-20	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_8115	526	0.00	3.3e-20	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_8122	526	0.00	3.3e-20	PF05733.14	Tenui_N
GCA_013339685.2_BIME_Hyas_1.3_id_KAH6942107.1	277	0.03	1.2e-18	PF05733.14	Tenui_N
GCA_013358835.2_BIME_Iper_1.3_id_KAG0443884.1	1158	0.03	4.7e-18	PF05733.14	Tenui_N
GCA_013339685.2_BIME_Hyas_1.3_id_KAH6942105.1	266	0.03	3.7e-16	PF05733.14	Tenui_N
GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC12039.1	291	0.01	3e-15	PF05733.14	Tenui_N
GBZX01.1_id_JAG89902.1	99	0.03	2.5e-15	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_3377	99	0.03	2.5e-15	PF05733.14	Tenui_N
GCA_013358835.2_BIME_Iper_1.3_id_KAG0421142.1	719	0.03	7.8e-12	PF05733.14	Tenui_N
GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC07013.1	152	0.02	2.8e-07	PF05733.14	Tenui_N
GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC01951.1	95	0.00	1.9e-05	PF05733.14	Tenui_N
GCA_013339685.2_BIME_Hyas_1.3_id_KAH6935735.1	383	0.01	7.2e-05	PF05733.14	Tenui_N
GCA_013358835.2_BIME_Iper_1.3_id_KAG0443944.1	554	0.01	0.014	PF05733.14	Tenui_N
GCA_013339725.1_BIME_Rmic_1.3_id_KAH8040965.1	288	0.02	12.0	PF05733.14	Tenui_N
GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC12038.1	187	0.01	0.13	PF05733.14	Tenui_N
GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC01952.1	61	0.00	0.1	PF05733.14	Tenui_N
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_5796	76	0.00	0.13	PF05733.14	Tenui_N
GCA_000208615.1_JCVI_ISG_i3_1.0_id_EEC06272.1	89	0.01	0.14	PF05733.14	Tenui_N
GCA_013358835.2_BIME_Iper_1.3_id_KAG0426537.1	459	0.03	1.3	PF05733.14	Tenui_N
