hit_id	length	cysteine_content	e_value	query_accession	query_name
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01013563.1.p1	401	0.00	0.0031	-	VOG00037
Hadrurus_spadix_GFAH01_id_lcl|GFAH01000456.1_prot_JAV47933.1_1	397	0.01	0.0039	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01048439.1.p3	144	0.01	0.0038	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01020879.1.p1	393	0.01	0.0034	-	VOG00037
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01020233.1.p1	710	0.03	2.0	-	VOG00037
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01043969.1.p1	774	0.01	0.0043	-	VOG00037
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000914.1.p1	393	0.01	0.0046	-	VOG00037
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01018558.1.p1	429	0.01	0.0048	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01010729.1.p1	110	0.00	0.0039	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01044847.1.p2	112	0.03	0.0044	-	VOG00037
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01011710.1.p1	346	0.02	0.0048	-	VOG00037
Vipera_aspis_GIJB01.transdecoder.pep_id_GIJB01001454.1.p1	120	0.03	0.0046	-	VOG00037
Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000504.1.p1	445	0.01	0.0044	-	VOG00037
Scolopendra_viridis_GGNE01.transdecoder.pep_id_GGNE01000303.1.p2	445	0.01	0.0044	-	VOG00037
Nasonia_giraulti_GFOZ01.transdecoder.pep_id_GFOZ01000654.1.p1	429	0.01	0.0051	-	VOG00037
Nasonia_vitripennis_GFPC01.transdecoder.pep_id_GFPC01000305.1.p1	429	0.01	0.0051	-	VOG00037
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01035003.1.p1	429	0.01	0.0051	-	VOG00037
Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000075.1.p1	429	0.01	0.0051	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01009052.1.p1	136	0.01	0.0049	-	VOG00037
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01020461.1.p1	345	0.01	0.0049	-	VOG00037
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01010198.1.p1	408	0.01	0.63	-	VOG07295
Micrurus_fulvius_GAEP01_id_lcl|GAEP01000175.1_prot_JAB54646.1_1	361	0.01	0.0053	-	VOG00037
Boiga_irregularis_GBSH01_id_lcl|GBSH01000357.1_prot_JAG68667.1_1	361	0.01	0.0053	-	VOG00037
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02000220.1_prot_JAV51193.1_1	361	0.02	0.0054	-	VOG00037
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000230.1_prot_JAA97713.1_1	361	0.02	0.0054	-	VOG00037
Crotalus_horridus_GBKC01_id_lcl|GBKC01000310.1_prot_JAG45760.1_1	361	0.02	0.0054	-	VOG00037
Crotalus_horridus_GBKD01_id_lcl|GBKD01000202.1_prot_JAG47416.1_1	361	0.02	0.0054	-	VOG00037
Naja_nigricollis_GIJG01.transdecoder.pep_id_GIJG01000773.1.p1	206	0.00	0.0046	-	VOG00037
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01048621.1.p1	911	0.01	0.0048	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01056303.1.p1	334	0.01	0.0059	-	VOG00037
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01002581.1.p1	394	0.01	0.0056	-	VOG00037
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01002582.1.p1	394	0.01	0.0056	-	VOG00037
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01002583.1.p1	394	0.01	0.0056	-	VOG00037
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01045671.1.p1	429	0.01	0.0063	-	VOG00037
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003194.1.p1	390	0.02	0.0083	-	VOG00037
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003195.1.p1	390	0.02	0.0083	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01039925.1.p2	107	0.00	0.0048	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01057546.1.p1	299	0.01	0.005	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01068500.1.p1	319	0.01	0.0067	-	VOG00037
Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01001846.1.p1	110	0.01	0.0053	-	VOG00037
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01017402.1.p1	354	0.02	0.0066	-	VOG00037
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01000081.1.p1	381	0.01	0.0063	-	VOG00037
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01036423.1.p1	442	0.01	0.006	-	VOG00037
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01020324.1.p1	394	0.01	0.0062	-	VOG00037
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01035240.1.p1	160	0.01	0.0066	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01007846.1.p1	394	0.01	0.0063	-	VOG00037
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01001523.1.p1	429	0.01	0.0075	-	VOG00037
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002225.1.p1	748	0.01	0.011	-	VOG00037
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005275.1.p1	798	0.02	0.0073	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01015813.1.p1	444	0.01	0.006	-	VOG00037
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004477.1.p1	372	0.01	0.0069	-	VOG00037
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01041656.1.p1	373	0.01	0.0079	-	VOG00037
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01013099.1.p1	617	0.00	0.0061	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01009748.1.p1	151	0.00	0.0066	-	VOG00037
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01002898.1_prot_JAA95045.1_1	440	0.01	0.0066	-	VOG00037
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024547.1.p1	457	0.00	0.0083	-	VOG00037
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02002898.1_prot_JAV48569.1_1	440	0.01	0.0066	-	VOG00037
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01006368.1.p1	394	0.01	0.0072	-	VOG00037
Boiga_irregularis_GBSH01_id_lcl|GBSH01003086.1_prot_JAG65941.1_1	440	0.01	0.0067	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066060.1.p1	441	0.01	0.0067	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066060.1.p2	441	0.01	0.0067	-	VOG00037
Naja_haje_GHRV01.transdecoder.pep_id_GHRV01001554.1.p1	153	0.02	0.0078	-	VOG00037
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01020749.1.p1	332	0.02	0.0086	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01023234.1.p1	294	0.01	0.0072	-	VOG00037
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001875.1_prot_JAB52946.1_1	440	0.01	0.0071	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066742.1.p1	698	0.02	0.0068	-	VOG00037
Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01001032.1.p1	111	0.02	0.0069	-	VOG00037
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000693.1.p1	366	0.02	1.6	-	VOG07725
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038157.1.p1	674	0.02	0.0094	-	VOG00037
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01045622.1.p1	377	0.02	0.009	-	VOG00037
Naja_haje_GHRV01.transdecoder.pep_id_GHRV01002476.1.p1	120	0.03	0.0079	-	VOG00037
Naja_sumatrana_GIJN01.transdecoder.pep_id_GIJN01002347.1.p1	170	0.00	0.0076	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01048025.1.p2	174	0.00	0.0077	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01019852.1.p1	431	0.01	0.0086	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01019854.1.p1	431	0.01	0.0086	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01019851.1.p1	431	0.01	0.0086	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01019853.1.p1	431	0.01	0.0086	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01006032.1.p1	367	0.01	0.0096	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01045064.1.p1	279	0.00	0.01	-	VOG00037
Naja_atra_GIJE01.transdecoder.pep_id_GIJE01001521.1.p1	124	0.02	0.0083	-	VOG00037
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01010012.1.p1	377	0.02	0.0095	-	VOG00037
Naja_sumatrana_GIJN01.transdecoder.pep_id_GIJN01000679.1.p1	309	0.01	0.013	-	VOG00037
Oxyrhopus_guibei_GEFL01.transdecoder.pep_id_GEFL01000223.1.p1	186	0.02	0.01	-	VOG00037
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01012855.1.p1	182	0.02	0.01	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01014516.1.p1	264	0.02	0.011	-	VOG00037
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01030441.1.p1	521	0.01	0.011	-	VOG00037
Dispholidus_typus_GHOQ01.transdecoder.pep_id_GHOQ01001111.1.p1	231	0.00	0.0089	-	VOG00037
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01012267.1.p1	162	0.02	0.0086	-	VOG00037
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01034050.1.p1	303	0.01	0.013	-	VOG00037
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01030444.1.p1	525	0.01	0.011	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01010908.1.p1	197	0.02	0.0088	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01016220.1.p1	291	0.02	0.0088	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01042546.1.p1	277	0.01	0.012	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01063703.1.p1	627	0.02	0.011	-	VOG00037
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01032455.1.p3	127	0.00	0.0089	-	VOG00037
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01002401.1.p1	441	0.01	0.0095	-	VOG00037
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01002402.1.p1	441	0.01	0.0095	-	VOG00037
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01027626.1.p1	394	0.01	0.01	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053438.1.p1	227	0.02	0.011	-	VOG00037
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01028064.1.p1	601	0.02	0.015	-	VOG00037
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01002232.1.p1	109	0.00	0.0092	-	VOG00037
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01005917.1.p1	403	0.01	0.011	-	VOG00037
Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01000765.1.p1	212	0.02	0.012	-	VOG00037
