hit_id	length	cysteine_content	e_value	query_accession	query_name
Crotalus_horridus_GBKC01_id_lcl|GBKC01000374.1_prot_JAG45696.1_1	448	0.02	0.1	-	VOG00134
Crotalus_horridus_GBKD01_id_lcl|GBKD01000248.1_prot_JAG47370.1_1	448	0.02	0.1	-	VOG00134
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01021535.1.p1	519	0.01	0.12	-	VOG00134
Trove_AA_8329	190	0.03	0.12	-	VOG00134
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02000264.1_prot_JAV51149.1_1	448	0.02	0.13	-	VOG00134
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01015011.1.p1	449	0.02	0.14	-	VOG00134
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007703.1.p1	426	0.01	0.14	-	VOG00134
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007704.1.p1	426	0.01	0.14	-	VOG00134
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037341.1.p5	170	0.02	0.14	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01056620.1.p1	206	0.01	0.59	-	VOG01502
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01049109.1.p1	333	0.00	0.23	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019887.1.p2	176	0.01	0.22	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01052470.1.p1	211	0.01	0.32	-	VOG00134
Mulenga_Aam-165488	426	0.01	0.3	-	VOG00134
Trove_AA_18709	428	0.01	0.3	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01031470.1.p2	194	0.01	0.37	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01060712.1.p2	174	0.01	0.31	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01038785.1.p1	284	0.03	0.37	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01039036.1.p1	165	0.04	0.33	-	VOG00134
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01029229.1.p1	235	0.01	0.33	-	VOG00134
Trove_AA_86733	329	0.02	0.36	-	VOG00134
Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000093.1.p1	478	0.01	0.47	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01040468.1.p1	279	0.03	0.4	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01026953.1.p2	189	0.01	0.44	-	VOG00134
Trove_AA_36814	426	0.01	0.49	-	VOG00134
Trove_AA_204334	397	0.02	0.58	-	VOG00134
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01011321.1.p1	478	0.01	0.69	-	VOG00134
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01008612.1.p1	369	0.02	0.49	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01056362.1.p1	258	0.03	0.55	-	VOG00134
Mulenga_Aam-801711	148	0.03	0.58	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071191.1.p1	275	0.03	0.74	-	VOG00134
Trove_AA_9280	248	0.01	0.79	-	VOG00134
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01062431.1.p1	326	0.04	0.8	-	VOG00134
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01013893.1.p1	111	0.02	0.77	-	VOG00134
Trove_AA_86509	126	0.02	0.79	-	VOG00134
Trove_AA_2497	147	0.01	0.89	-	VOG00134
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01020520.1.p1	315	0.02	1.0	-	VOG00134
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01020619.1.p1	365	0.02	1.4	-	VOG00134
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01037442.1.p1	295	0.03	1.1	-	VOG00134
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01028523.1.p1	168	0.01	0.17	-	VOG01502
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01002393.1.p1	312	0.01	0.31	-	VOG00271
Mulenga_Aam-97675	97	0.00	8.5e-15	-	VOG00279
Mulenga_Aam-239297	101	0.00	3.2e-14	-	VOG00279
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01010282.1.p4	105	0.00	1.7e-10	-	VOG00279
Dinoponera_quadriceps_GANS01.transdecoder.pep_id_GANS01000368.1.p1	140	0.02	9e-10	-	VOG00279
Mulenga_Aam-464185	84	0.00	7.1e-10	-	VOG00279
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01045740.1.p1	159	0.01	1.3e-09	-	VOG00279
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01007121.1.p1	103	0.01	1.1e-09	-	VOG00279
Boiga_irregularis_GBSH01_id_lcl|GBSH01001318.1_prot_JAG67707.1_1	102	0.01	1.1e-09	-	VOG00279
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01048323.1.p1	103	0.01	1.3e-09	-	VOG00279
Agkistrodon_conanti_GJUI01.transdecoder.pep_id_GJUI01000118.1.p1	102	0.01	1.4e-09	-	VOG00279
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02001099.1_prot_JAV50328.1_1	102	0.01	1.4e-09	-	VOG00279
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01001113.1_prot_JAA96830.1_1	102	0.01	1.4e-09	-	VOG00279
Crotalus_horridus_GBKC01_id_lcl|GBKC01001647.1_prot_JAG44423.1_1	102	0.01	1.4e-09	-	VOG00279
Crotalus_horridus_GBKD01_id_lcl|GBKD01000998.1_prot_JAG46620.1_1	102	0.01	1.4e-09	-	VOG00279
Dispholidus_typus_GHOQ01.transdecoder.pep_id_GHOQ01002105.1.p1	103	0.01	1.7e-09	-	VOG00279
Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000922.1.p1	116	0.01	2.1e-09	-	VOG00279
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01001428.1.p1	117	0.01	2.1e-09	-	VOG00279
Micrurus_fulvius_GAEP01_id_lcl|GAEP01000730.1_prot_JAB54091.1_1	102	0.01	3.3e-09	-	VOG00279
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01010626.1.p1	104	0.00	4.9e-09	-	VOG00279
Hypsiglena_sp._JMG-2014_GBSI01_id_lcl|GBSI01001108.1_prot_JAC95388.1_1	103	0.01	4.9e-09	-	VOG00279
Conophis_lineatus_GJFD01.transdecoder.pep_id_GJFD01000734.1.p1	103	0.01	6e-09	-	VOG00279
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01021777.1.p1	130	0.02	1e-08	-	VOG00279
Naja_haje_GHRV01.transdecoder.pep_id_GHRV01003221.1.p1	87	0.01	6.9e-08	-	VOG00279
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01006168.1.p1	102	0.00	1.3e-07	-	VOG00279
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01014904.1.p1	102	0.00	3.4e-07	-	VOG00279
Mulenga_Aam-27547	121	0.01	4.1e-07	-	VOG00279
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01001437.1.p1	102	0.00	9.6e-07	-	VOG00279
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01017102.1.p1	102	0.00	1.4e-06	-	VOG00279
Mulenga_Aam-209410	83	0.01	0.00076	-	VOG00279
Mulenga_Aam-276595	377	0.01	0.0022	-	VOG00279
Trove_AA_78394	381	0.01	0.0023	-	VOG00279
Trove_AA_64550	381	0.01	0.0041	-	VOG00279
Trove_AA_97751	192	0.05	0.056	-	VOG00279
Trove_AA_216777	187	0.05	0.052	-	VOG00279
Trove_AA_17094	146	0.05	0.034	-	VOG00279
Trove_AA_67199	380	0.01	0.049	-	VOG00279
Trove_AA_54088	302	0.04	0.11	-	VOG00279
Trove_AA_49569	302	0.04	0.11	-	VOG00279
Trove_AA_75029	353	0.04	0.14	-	VOG00279
Trove_AA_73872	353	0.04	0.14	-	VOG00279
Trove_AA_81744	353	0.04	0.14	-	VOG00279
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01010297.1.p1	369	0.02	0.11	-	VOG00279
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01010296.1.p1	401	0.02	0.12	-	VOG00279
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01016996.1.p1	345	0.03	0.64	-	VOG00279
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01003484.1.p1	351	0.03	0.075	-	VOG00279
Trove_AA_174235	323	0.02	0.22	-	VOG00279
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01020110.1.p1	349	0.03	0.43	-	VOG00279
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01020108.1.p1	393	0.03	0.47	-	VOG00279
Mulenga_Aam-83627	393	0.02	0.3	-	VOG00279
Trove_AA_77189	393	0.02	0.3	-	VOG00279
Trove_AA_67037	393	0.02	0.3	-	VOG00279
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01022245.1.p1	345	0.02	0.68	-	VOG00279
Mulenga_Aam-4488	384	0.02	1.1	-	VOG00279
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01045400.1.p1	352	0.05	0.46	-	VOG00279
Trove_AA_71402	425	0.02	1.2	-	VOG00279
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002399.1.p1	348	0.03	0.9	-	VOG00279
Trove_AA_107533	245	0.01	0.53	-	VOG00279
Trove_AA_30156	287	0.03	0.68	-	VOG00279
Trove_AA_110571	411	0.02	1.2	-	VOG00279
Trove_AA_97856	411	0.02	1.2	-	VOG00279
Mulenga_Aam-97512	439	0.02	1.3	-	VOG00279
Trove_AA_63914	439	0.02	1.3	-	VOG00279
Trove_AA_70708	439	0.02	1.3	-	VOG00279
Mulenga_Aam-156390	374	0.02	1.3	-	VOG00279
Trove_AA_27441	374	0.02	1.3	-	VOG00279
Trove_AA_171445	443	0.02	1.3	-	VOG00279
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01004102.1.p1	362	0.02	1.5	-	VOG00279
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01005434.1.p1	398	0.03	1.5	-	VOG00279
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01057270.1.p1	307	0.04	1.4	-	VOG00279
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01045711.1.p2	320	0.04	1.6	-	VOG00279
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01027380.1.p1	350	0.03	2.1	-	VOG00279
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01001083.1.p1	369	0.02	18.0	-	VOG00279
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020776.1.p1	174	0.03	1.3	-	VOG00279
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01045711.1.p1	362	0.04	1.8	-	VOG00279
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01070841.1.p1	371	0.04	1.9	-	VOG00279
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01002000.1.p1	155	0.01	0.011	-	VOG00327
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01013241.1.p1	234	0.02	0.36	-	VOG00327
Naja_annulifera_GIJD01.transdecoder.pep_id_GIJD01000465.1.p1	173	0.02	0.38	-	VOG00327
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066813.1.p1	337	0.01	0.63	-	VOG00327
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01063034.1.p1	270	0.01	0.79	-	VOG00361
Trove_AA_72555	196	0.02	1.3	-	VOG00361
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01012441.1.p2	199	0.01	0.064	-	VOG00363
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01012443.1.p2	199	0.01	0.064	-	VOG00363
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043096.1.p3	416	0.01	0.12	-	VOG00363
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043090.1.p2	449	0.01	0.14	-	VOG00363
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043091.1.p3	449	0.01	0.14	-	VOG00363
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043092.1.p2	449	0.01	0.14	-	VOG00363
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01012442.1.p1	668	0.02	0.52	-	VOG00363
Megacormus_gertschi_GFBG01_id_lcl|GFBG01000048.1_prot_JAW07119.1_1	734	0.01	1.3	-	VOG00363
Nasonia_giraulti_GFOZ01.transdecoder.pep_id_GFOZ01000481.1.p1	173	0.00	0.84	-	VOG00363
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01055854.1.p1	218	0.00	1.7	-	VOG00452
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01032663.1.p1	164	0.00	0.76	-	VOG00452
Trove_AA_148563	42	0.02	0.96	-	VOG00452
Mulenga_Aam-118049	72	0.01	0.6	-	VOG00529
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01037408.1.p1	386	0.00	2.8e-08	-	VOG02927
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01014572.1.p1	259	0.00	1e-05	-	VOG00622
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01014243.1.p1	369	0.01	0.0036	-	VOG00622
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01037601.1.p1	101	0.03	0.012	-	VOG00622
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01023066.1.p1	181	0.02	0.4	-	VOG00622
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021514.1.p3	142	0.00	0.57	-	VOG00622
Trove_AA_3718	481	0.01	1.1	-	VOG00622
Trove_AA_72990	462	0.02	1.7	-	VOG00622
Trove_AA_27263	111	0.03	0.75	-	VOG00828
Trove_AA_95205	174	0.04	0.01	-	VOG00977
Trove_AA_3913	176	0.03	0.015	-	VOG00977
Trove_AA_32016	176	0.03	0.076	-	VOG00977
Trove_AA_60478	208	0.04	0.17	-	VOG00977
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01015228.1.p1	156	0.03	0.32	-	VOG00977
Trove_AA_113452	66	0.03	0.4	-	VOG00977
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01012345.1.p1	592	0.01	0.78	-	VOG00977
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01013131.1.p1	568	0.04	0.95	-	VOG00977
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053470.1.p2	141	0.00	0.7	-	VOG00977
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01001185.1.p1	210	0.01	0.81	-	VOG00977
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01025070.1.p1	239	0.00	0.54	-	VOG00977
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01015733.1.p2	126	0.00	0.98	-	VOG00977
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01025535.1.p1	174	0.03	1.6	-	VOG01056
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01029186.1.p1	179	0.01	5e-24	-	VOG01069
Mulenga_Aam-477480	94	0.02	0.083	-	VOG01154
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01070100.1.p2	328	0.04	0.37	-	VOG01154
Thereuopoda_longicornis_GASR01.transdecoder.pep_id_GASR01000051.1.p1	550	0.01	4.1	-	VOG01176
Aam-176094	615	0.02	1.4e-39	-	VOG01177
Mulenga_Aam-176094	615	0.02	1.4e-39	-	VOG01177
Mulenga_Aam-583130	146	0.02	1.4e-15	-	VOG01177
Trove_AA_157993	38	0.00	1.8e-08	-	VOG09627
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01005895.1.p1	148	0.02	1.8e-06	-	VOG09627
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01006100.1.p2	117	0.02	5.4e-05	-	VOG09627
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01021606.1.p1	171	0.02	0.00076	-	VOG09627
Trove_AA_66379	117	0.03	0.19	-	VOG01177
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01031580.1.p1	283	0.01	0.0029	-	VOG09627
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01022009.1.p2	160	0.01	0.26	-	VOG01177
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01015951.1.p1	182	0.01	1.5e-05	-	VOG09627
Pseudonaja_textilis_GDAD01.transdecoder.pep_id_GDAD01000819.1.p1	146	0.10	0.00082	-	VOG09627
Naja_haje_GHRV01.transdecoder.pep_id_GHRV01001189.1.p1	175	0.00	0.75	-	VOG01177
Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01002454.1.p1	130	0.00	0.94	-	VOG01177
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01000880.1.p1	228	0.00	1.1	-	VOG01177
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01015322.1.p2	302	0.00	0.0095	-	VOG01502
Trove_AA_27689	162	0.01	0.038	-	VOG01502
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050380.1.p8	149	0.01	0.023	-	VOG01502
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01039909.1.p1	312	0.01	0.33	-	VOG01502
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01029189.1.p1	186	0.00	0.053	-	VOG01502
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01056350.1.p2	214	0.00	0.0029	-	VOG24188
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01060391.1.p2	214	0.00	0.0029	-	VOG24188
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01054624.1.p1	167	0.01	0.067	-	VOG01502
Trove_AA_216486	341	0.02	0.063	-	VOG01502
Mulenga_Aam-130026	117	0.00	0.081	-	VOG01502
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01042516.1.p1	132	0.01	0.096	-	VOG01502
Walterinnesia_aegyptia_GIJO01.transdecoder.pep_id_GIJO01002111.1.p2	127	0.00	0.098	-	VOG01502
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01020840.1.p1	101	0.00	0.094	-	VOG01502
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01021394.1.p1	324	0.00	0.09	-	VOG01502
Naja_haje_GHRV01.transdecoder.pep_id_GHRV01003208.1.p2	101	0.00	0.11	-	VOG01502
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01024534.1.p1	168	0.01	0.13	-	VOG01502
Dispholidus_typus_GHOQ01.transdecoder.pep_id_GHOQ01000534.1.p1	136	0.00	0.15	-	VOG01502
Hemachatus_haemachatus_GIJC01.transdecoder.pep_id_GIJC01001402.1.p1	136	0.00	0.12	-	VOG01502
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01011913.1.p1	133	0.04	0.12	-	VOG01502
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01012029.1.p1	246	0.02	0.2	-	VOG01502
Trove_AA_15387	137	0.04	0.16	-	VOG01502
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008313.1.p1	265	0.01	0.22	-	VOG01502
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008328.1.p1	265	0.01	0.22	-	VOG01502
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01006971.1.p1	163	0.00	0.19	-	VOG01502
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01009645.1.p1	345	0.02	4.3	-	VOG01502
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043712.1.p1	335	0.01	0.32	-	VOG01502
Trove_AA_110527	167	0.01	0.17	-	VOG02738
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01024033.1.p1	368	0.03	0.35	-	VOG01502
Boiga_irregularis_GBSH01_id_lcl|GBSH01001072.1_prot_JAG67953.1_1	352	0.01	0.37	-	VOG01502
Trove_AA_110540	263	0.00	0.47	-	VOG23833
Trove_AA_44933	312	0.02	0.33	-	VOG01502
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01018452.1.p1	242	0.00	0.33	-	VOG01502
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01018453.1.p1	232	0.00	0.35	-	VOG01502
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01022770.1.p1	205	0.01	0.32	-	VOG01502
Dendroaspis_viridis_GHPC01.transdecoder.pep_id_GHPC01002220.1.p2	103	0.00	0.27	-	VOG01502
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01041229.1.p2	296	0.03	0.37	-	VOG01502
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008312.1.p1	321	0.02	0.39	-	VOG01502
Dispholidus_typus_GHOQ01.transdecoder.pep_id_GHOQ01003266.1.p1	126	0.01	0.32	-	VOG01502
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01028960.1.p1	211	0.01	0.36	-	VOG01502
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01029145.1.p1	187	0.01	0.37	-	VOG01502
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023799.1.p1	232	0.00	0.5	-	VOG01502
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023800.1.p1	232	0.00	0.5	-	VOG01502
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023801.1.p1	232	0.00	0.5	-	VOG01502
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050948.1.p2	111	0.00	0.35	-	VOG01502
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01022906.1.p2	187	0.01	0.31	-	VOG01502
Walterinnesia_aegyptia_GIJO01.transdecoder.pep_id_GIJO01000722.1.p1	153	0.00	0.38	-	VOG01502
Mulenga_Aam-283232	245	0.01	0.4	-	VOG01502
Naja_haje_GHRV01.transdecoder.pep_id_GHRV01002554.1.p1	117	0.01	0.35	-	VOG01502
Trove_AA_105212	629	0.02	3.9	-	VOG01502
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01006970.1.p1	204	0.00	0.41	-	VOG01502
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01027767.1.p1	113	0.00	0.38	-	VOG01502
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01014924.1.p1	226	0.00	0.56	-	VOG01502
Dendroaspis_jamesoni_kaimosae_GHPB01.transdecoder.pep_id_GHPB01002455.1.p2	108	0.00	0.39	-	VOG01502
Trove_AA_103058	254	0.01	0.38	-	VOG02738
Trove_AA_31632	302	0.01	1.5	-	VOG01502
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01022193.1.p1	164	0.01	0.0064	-	VOG08764
Trove_AA_5206	315	0.03	0.66	-	VOG01502
Mulenga_Aam-568196	251	0.02	0.61	-	VOG01502
Trove_AA_49472	190	0.02	0.59	-	VOG01502
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01019369.1.p2	144	0.01	0.53	-	VOG01502
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036427.1.p1	353	0.01	0.73	-	VOG01502
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01011148.1.p1	358	0.03	0.72	-	VOG01502
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01016359.1.p2	122	0.00	0.55	-	VOG01502
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01034563.1.p2	167	0.00	0.67	-	VOG01502
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01003569.1.p1	114	0.00	0.68	-	VOG01502
Mulenga_Aam-494807	207	0.00	1.2	-	VOG01502
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01001685.1.p1	110	0.00	0.6	-	VOG01502
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061682.1.p1	183	0.01	0.89	-	VOG01502
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01022692.1.p1	188	0.02	0.73	-	VOG01502
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01043365.1.p1	360	0.01	0.61	-	VOG01502
Trove_AA_13592	112	0.01	0.75	-	VOG01502
Naja_sumatrana_GIJN01.transdecoder.pep_id_GIJN01000426.1.p1	357	0.01	3.8	-	VOG01502
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01011967.1.p1	178	0.01	0.8	-	VOG01502
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01006867.1.p1	293	0.01	0.85	-	VOG01502
Trove_AA_80081	494	0.05	11.0	-	VOG01502
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01009296.1.p1	176	0.01	0.35	-	VOG01502
